Key,Comment,Japanese,Japanese,English
Erena.Fallen3-37,エレナ,「ん゛ん゛っ♥！はいいっ！、がんばりましゅうううぅううっ♥♥！」,「ん゛ん゛っ♥！はいいっ！、がんばりましゅうううぅううっ♥♥！」,"""D―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d. Yes! I'm trying so hard!"
,,,,
Erena.Fallen3-38,,「ご主人様のためにっ♥！沢山触手の赤ちゃん産むのおおぉっ♥！」,「ご主人様のためにっ♥！沢山触手の赤ちゃん産むのおおぉっ♥！」,For the sake of the master! I'll give birth to many tentacle babies!
,,,,
Erena.Fallen3-39,,「お゛お゛っ♥？！お゛お゛お゛お゛お゛おおぉっっ♥♥♥！！！！！」,「お゛お゛っ♥？！お゛お゛お゛お゛お゛おおぉっっ♥♥♥！！！！！」,"Ooooooh ♥♥♥♥♥♥♥♥"" "
,,,,
Erena.Fallen3-40,,ドバッ、ズルルルッ！、ズルッ！,ドバッ、ズルルルッ！、ズルッ！,"Boom, zlulu! Zurullu!"
,,,,
Erena.Fallen3-41,,「ん゛ん゛んっ♥、お゛お゛っ……♥♥」,「ん゛ん゛んっ♥、お゛お゛っ……♥♥」,"""♥♥♥♥♥♥♥♥♥♥"""
,Erena darkness3-6,,,
Erena.Fallen3-42,エレナ,「はーーーーー………♥、はーーー…………♥」,「はーーーーー………♥、はーーー…………♥」,"Hahhhhhh .........♥, Hahhhh ............♥"""
,,,,
Erena.Fallen3-43,触手怪人,「素晴らしいぞエレナ君！よく頑張った！」,「素晴らしいぞエレナ君！よく頑張った！」,"You did a fantastic job, Erena! You did a great job!"""
,,,,
Erena.Fallen3-44,,「生まれた触手も素晴らしいオーラだ！育てば強力な怪人となるだろう」,「生まれた触手も素晴らしいオーラだ！育てば強力な怪人となるだろう」,"The tentacles that were born also have a wonderful aura! If nurtured, they will become powerful monsters."""
,,,,
Erena.Fallen3-45,エレナ,「えヘッ、えへッ♥良く分からないけどっ…ご主人様に褒められてエレナうれしいですぅ！」,「えヘッ、えへッ♥良く分からないけどっ…ご主人様に褒められてエレナうれしいですぅ！」,"I don't know, but...I'm so happy to be praised by the master, Erena!"
,,,,
Erena.Fallen3-46,触手怪人,「グフフッ、よく頑張ったエレナ君。しかし休んでいる暇はないぞ」,「グフフッ、よく頑張ったエレナ君。しかし休んでいる暇はないぞ」,"Erena, you have done a great job. But there's no time to rest."""
,,,,
Erena.Fallen3-47,,「君は世界を征服する怪人の苗床としてこれから無数の触手を産むのだ」,「君は世界を征服する怪人の苗床としてこれから無数の触手を産むのだ」,"You will now give birth to countless tentacles as a nursery for the monsters that will conquer the world."""
,,,,
Erena.Fallen3-48,,「さあ、さっそく次の怪人出産のための種を仕込んでやろう！」,「さあ、さっそく次の怪人出産のための種を仕込んでやろう！」,"Now let's get on with planting the seeds for the next monster birth!"""
,,,,
Erena.Fallen3-49,エレナ,「エヘッ♥？、やったぁ！よくわからないけどっ♥、ご主人様に種付けしてもらえてエレナ幸せですっ♥！」,「エヘッ♥？、やったぁ！よくわからないけどっ♥、ご主人様に種付けしてもらえてエレナ幸せですっ♥！」,"""Ahem? I don't know, but I'm so happy to be seeded by Master! I don't know, but I'm so happy to be seeded by Master Erena!"
,,,,
Erena.Fallen3-50,Erena darkness 3-7,そしてエレナは触手怪人の暗くドロドロした口の中に入れられる,そしてエレナは触手怪人の暗くドロドロした口の中に入れられる,"And Erena is placed in the tentacle monster's dark, sludgy mouth."
,,,,
Erena.Fallen3-51,エレナ,「ん゛ん゛～～～～♥♥、ジュプッ、ジュルルッ♥」,「ん゛ん゛～～～～♥♥、ジュプッ、ジュルルッ♥」,"""♥♥♥, jupe, jupe, jupe ♥♥"""
,,,,
Erena.Fallen3-52,エレナ,(――――ここすきっ、真っ暗でっ♥、気持ちよくなってるだけで褒めてもらえるっ♥),(――――ここすきっ、真っ暗でっ♥、気持ちよくなってるだけで褒めてもらえるっ♥),"(―――― It's soooo dark in here, I get compliments just for feeling good!)"
,,,,
Erena.Fallen3-53,,ジュルルッ、ズルッ、ジュプッ♥,ジュルルッ、ズルッ、ジュプッ♥,"Jelp, slurp, jupe, jupe, jupe."
,,,,
Erena.Fallen3-54,,(世界征服とか良く分からないけどっ♥！ご主人様が喜んでくれてるっ♥♥),(世界征服とか良く分からないけどっ♥！ご主人様が喜んでくれてるっ♥♥),"(I don't know about world domination, but... ♥♥♥♥) Master is happy.)"
,,,,
Erena.Fallen3-55,,(それにさっき沢山褒めてもらえたし…♥),(それにさっき沢山褒めてもらえたし…♥),(And I got a lot of compliments earlier... ♥)
,,,,
Erena.Fallen3-56,,(やっとわかったっ♥…私がこれまで頑張ってきたことはっ♥この時のためっ♥♥),(やっとわかったっ♥…私がこれまで頑張ってきたことはっ♥この時のためっ♥♥),(I finally understand...all my hard work is for this moment...for this moment...)
,,,,
Erena.Fallen3-57,,(愚かで無能で馬鹿な私をご主人様は全部受け入れてくれるっ♥),(愚かで無能で馬鹿な私をご主人様は全部受け入れてくれるっ♥),"(I am stupid, incompetent, and foolish, but Master accepts all of me ♥)"
,,,,
Erena.Fallen3-58,,(わたしっ♥ご主人様のペットになれてっ♥、苗床になれてっ♥、幸せですっ♥),(わたしっ♥ご主人様のペットになれてっ♥、苗床になれてっ♥、幸せですっ♥),(I'm so happy to be Master's pet and nursery.)
,,,,
Erena Debauchery Scene1,注釈,淫乱化シーン　エレナのAV女優デビュー,淫乱化シーン　エレナのAV女優デビュー,淫乱化シーン　エレナのAV女優デビュー
Erena.Debauchery1-1,例のプール(夜),エレナが敗北し、財団に調教され始めてからしばらく経ったころ,エレナが敗北し、財団に調教され始めてからしばらく経ったころ,Some time after Erena was defeated and began to be trained by the Foundation
,,,,
Erena.Debauchery1-2,エレナ(制服),「っ、何ですか？こんな所に連れ出して」,「っ、何ですか？こんな所に連れ出して」,"""What? Take me out to this place."""
,,,,
Erena.Debauchery1-4,,(外に出れたのにっ…力が…聖核エネルギーが全く使えない…),(外に出れたのにっ…力が…聖核エネルギーが全く使えない…),(I could have gone outside... but... my power... I can't use the Seikaku energy at all...)
,,,,
Erena.Debauchery1-5,触手怪人(人間体),「ぐふふっ、じきにわかるさ…」,「ぐふふっ、じきにわかるさ…」,"""Gghh, you'll see..."""
,,,,
Erena.Debauchery1-6,,「そうだ、それよりこの衣装に着替えてくれ」,「そうだ、それよりこの衣装に着替えてくれ」,"Yes, but more importantly, I need you to change into this costume."""
,,,,
Erena.Debauchery1-7,エレナ(制服),「……？」,「……？」,"""......?"""
,暗転,,,
Erena.Debauchery1-8,エレナ(淫乱化立ち絵),「っ…この衣装…！」,「っ…この衣装…！」,This outfit...!
,,,,
Erena.Debauchery1-9,,「またこの衣装に着替えさせて…いったい何をさせるつもりですか！？」,「またこの衣装に着替えさせて…いったい何をさせるつもりですか！？」,"What in the world do you want me to do by making me change into this outfit again?"""
,,,,
Erena.Debauchery1-10,触手怪人,「グフフッ、君のビデオをある筋の方に見せた所、大変興味を持ってもらえてね」,「グフフッ、君のビデオをある筋の方に見せた所、大変興味を持ってもらえてね」,I showed your video to some of my sources and they were very interested.
,,,,
Erena.Debauchery1-11,,「君のその淫猥な体…私だけしか知らないのは勿体ない。もっと多くの人に見てもらうべきだ」,「君のその淫猥な体…私だけしか知らないのは勿体ない。もっと多くの人に見てもらうべきだ」,"It's a shame that only I know about that lewd body of yours. More people should see it."""
,,,,
Erena.Debauchery1-12,,その時、ドアを開けて機材を持った複数の男が部屋に入ってくる,その時、ドアを開けて機材を持った複数の男が部屋に入ってくる,"At that moment, several men open the door and enter the room with equipment"
,,,,
Erena.Debauchery1-13,エレナ,「なっ…なにっ？」,「なっ…なにっ？」,What?
,,,,
Erena.Debauchery1-14,触手怪人,「おお監督、お待ちしておりました」,「おお監督、お待ちしておりました」,"""Oh, Director, we've been waiting for you."""
,,,,
Erena.Debauchery1-15,監督(駅員の立ち絵),「いえいえこちらこそ…おおっ、実物は更に素晴らしい！」,「いえいえこちらこそ…おおっ、実物は更に素晴らしい！」,"No, no, it's my pleasure... oh, it's even better in person!"""
,,,,
Erena.Debauchery1-16,監督,「じゃあエレナちゃん…早速撮影を始めようか」,「じゃあエレナちゃん…早速撮影を始めようか」,"Well then, Erena-chan... let's get right to shooting."""
,,,,
Erena.Debauchery1-17,エレナ,「は？撮影…きゃっ、ちょっと、何っ！？」,「は？撮影…きゃっ、ちょっと、何っ！？」,"What? Shooting...Kya, hey, what?"
,暗転,,,
Erena.Debauchery1-18,Erena debauchery1-1,エレナは一人の男によって床に敷かれた空気マットに押し倒される,エレナは一人の男によって床に敷かれた空気マットに押し倒される,Erena is pushed down to an air mat on the floor by a man
,,,,
Erena.Debauchery1-19,監督,「初々しい良い反応だ。素人モノだからね、撮影に理解があるようで助かるよ」,「初々しい良い反応だ。素人モノだからね、撮影に理解があるようで助かるよ」,"It's a good first reaction. It's amateur stuff, and I'm glad you seem to have an understanding of filming."""
,,,,
Erena.Debauchery1-20,エレナ,「さ、撮影？そんな機材持って何をっ…？」,「さ、撮影？そんな機材持って何をっ…？」,"""Well, filming? What are you doing with all that equipment?"
,,,,
Erena.Debauchery1-21,監督,「本当に知らないのかい？AVだよ、アダルトビデオ」,「本当に知らないのかい？AVだよ、アダルトビデオ」,"It's porn, adult videos."
,,,,
Erena.Debauchery1-22,エレナ,「あ、アダルトビデオっ！？…それって…え？！」,「あ、アダルトビデオっ！？…それって…え？！」,"""Oh, an adult video! That's... what?"
,,,,
Erena.Debauchery1-23,,エレナはその意味を理解し、顔が真っ赤に紅潮する,エレナはその意味を理解し、顔が真っ赤に紅潮する,Erena understands what it means and her face flushes bright red.
,,,,
Erena.Debauchery1-24,触手怪人,「いえ、気にしないでください、そういう演技ですので。エレナ君も同意のうえでここに来ていますから」,「いえ、気にしないでください、そういう演技ですので。エレナ君も同意のうえでここに来ていますから」,"No, don't worry, that's the way it's acted. Erena, you are here with my consent."""
,,,,
Erena.Debauchery1-25,監督,「そうですか！それは良かった」,「そうですか！それは良かった」,"I see! That's good to know."""
,,,,
Erena.Debauchery1-26,Erena debauchery1-2,そして監督の男はエレナの股関節に手を伸ばす,そして監督の男はエレナの股関節に手を伸ばす,And the supervisor man reaches for Erena's hip.
,,,,
Erena.Debauchery1-27,エレナ,「ひあっ！？や、やめてっ、触らないで！」,「ひあっ！？や、やめてっ、触らないで！」,"""Oh, no! Don't, don't, don't touch me!"
,,,,
Erena.Debauchery1-28,監督,「う～む、肉厚なのに綺麗なピンク色で素晴らしいおマンコだ！」,「う～む、肉厚なのに綺麗なピンク色で素晴らしいおマンコだ！」,"'Mmmm, a wonderful pussy, thick and fleshy, yet beautifully pink!"
,,,,
Erena.Debauchery1-29,,ムニュムニュッ！ギュッ！ギュッ！,ムニュムニュッ！ギュッ！ギュッ！,Munching! Giggle! Giggle!
,,,,
Erena.Debauchery1-30,,監督の男はエレナの股関節周りをこねくり回し、念入りにマッサージする,監督の男はエレナの股関節周りをこねくり回し、念入りにマッサージする,The supervising man kneads and carefully massages Erena's hip area.
,Erena debauchery1-3,,,
Erena.Debauchery1-31,エレナ,「ひゃっ！？そんなとこっ、くすぐったい！」,「ひゃっ！？そんなとこっ、くすぐったい！」,"""Hyah! That tickles me!"""
,,,,
Erena.Debauchery1-32,,ムニュッ、クパッ、ムニュッ、クパッ！,ムニュッ、クパッ、ムニュッ、クパッ！,"Munch, kupap, munch, kupap!"
,,,,
Erena.Debauchery1-33,エレナ,「ちょ、ちょっと！何してっ！そこ見ないでっ！」,「ちょ、ちょっと！何してっ！そこ見ないでっ！」,"Hey, hey! What are you doing? Don't look there!"
,,,,
Erena.Debauchery1-34,監督,「う～んこの感じ…エレナちゃん結構オナニーしてるでしょ。見かけによらずむっつりだね」,「う～んこの感じ…エレナちゃん結構オナニーしてるでしょ。見かけによらずむっつりだね」,"I'm sure you masturbate a lot, don't you, Erena? You're not as horny as you look."""
,Erena debauchery1-2,,,
Erena.Debauchery1-35,エレナ,「はあっ！？そ、そんなわけないでしょう！」,「はあっ！？そ、そんなわけないでしょう！」,"""What? That can't be right!"""
,,,,
Erena.Debauchery1-36,監督,「ふっふっふ、隠しても無駄だよ。私は何人もの女の子を見てきたからね」,「ふっふっふ、隠しても無駄だよ。私は何人もの女の子を見てきたからね」,"'Pfft, there's no point in hiding it. I've seen a lot of girls."""
,,,,
Erena.Debauchery1-37,エレナ,「っ、うぅ～～～っ！」,「っ、うぅ～～～っ！」,"Uhhhh!"""
,,,,
Erena.Debauchery1-38,エレナ,(くぅっ……いえ、落ち着きましょう…まだやりようはあります！),(くぅっ……いえ、落ち着きましょう…まだやりようはあります！),"(C'mon ...... no, let's calm down... we can still do it!)"
,,,,
Erena.Debauchery1-39,エレナ,(私が大げさな反応をせず、つまらない撮影になればビデオとして意味がなくなります),(私が大げさな反応をせず、つまらない撮影になればビデオとして意味がなくなります),"(If I don't react in an exaggerated way and it turns out to be a boring shoot, it will lose its meaning as a video.)"
,,,,
Erena.Debauchery1-40,エレナ,(私は聖核戦姫！…最後の尊厳だけは守り切ります！),(私は聖核戦姫！…最後の尊厳だけは守り切ります！),(I am the Seikaku Princess! ...I will defend only the last dignity!)
,,,,
Erena.Debauchery1-41,監督,「よし、じゃあちょっと中にお邪魔するよ」,「よし、じゃあちょっと中にお邪魔するよ」,"Okay, well, I'll just come in for a minute."""
,,,,
Erena.Debauchery1-42,Erena debauchery1-4,監督の男はエレナの膣内に中指と薬指を挿入する,監督の男はエレナの膣内に中指と薬指を挿入する,The supervising man inserts his middle and ring fingers into Erena's vagina
,,,,
Erena.Debauchery1-43,エレナ,「ひうっ！？、な、何してっ！？」,「ひうっ！？、な、何してっ！？」,What are you doing? What are you doing?
,,,,
Erena.Debauchery1-44,監督,「おお、肉厚でプリプリだ」,「おお、肉厚でプリプリだ」,"""Oh, it's thick and plump."""
,,,,
Erena.Debauchery1-45,エレナ,「や、やめなさいっ！何勝手に―――――」,「や、やめなさいっ！何勝手に―――――」,"No, don't do that! What are you doing ―――――?"""
,,,,
Erena.Debauchery1-46,,コリッ、コリコリッ！,コリッ、コリコリッ！,"Cori, cori, cori!"
,Erena debauchery1-５,,,
Erena.Debauchery1-47,エレナ,「ひぐううううっ！？」,「ひぐううううっ！？」,"Hiiguuuuh!"""
,,,,
Erena.Debauchery1-48,,監督の男は何かを探すようにエレナの膣内を指で刺激する,監督の男は何かを探すようにエレナの膣内を指で刺激する,The supervising man stimulates Erena's vagina with his fingers as if looking for something
,,,,
Erena.Debauchery1-49,監督,「おお、ここかな？」,「おお、ここかな？」,"""Oh, is this it?"""
,Erena debauchery1-4,,,
Erena.Debauchery1-50,エレナ,「な、何っ！？ちょっと待って――――」,「な、何っ！？ちょっと待って――――」,"What? Wait a minute ――――"""
,,,,
Erena.Debauchery1-51,,コリュッ！クチュチュ！,コリュッ！クチュチュ！,Cottontail! Cuchu―cuchu!
,Erena debauchery1-５,,,
Erena.Debauchery1-52,エレナ,「ひっぐうううっ♥♥！お゛っ♥お゛っ♥」,「ひっぐうううっ♥♥！お゛っ♥お゛っ♥」,"""Hi―guh―uh―♥♥! OHHHHHHHH!"""
,,,,
Erena.Debauchery1-53,監督,「おや、ここでも簡単に感じるのか…エレナちゃんは感じやすいんだね」,「おや、ここでも簡単に感じるのか…エレナちゃんは感じやすいんだね」,"Oh, you feel it so easily here too...Erena, you feel it so easily.'"
,,,,
Erena.Debauchery1-54,エレナ,「お゛お゛っ♥♥、そ、そんなわけがっ♥」,「お゛お゛っ♥♥、そ、そんなわけがっ♥」,"""Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no."""
,Erena debauchery1-4,,,
Erena.Debauchery1-55,エレナ,(反応してはいけませんっ！、私はこんなので感じてなんかいないっ！),(反応してはいけませんっ！、私はこんなので感じてなんかいないっ！),(Don't react! I don't feel this way!)
,,,,
Erena.Debauchery1-56,監督,「ほれっ！」,「ほれっ！」,"Hooray!"""
,,,,
Erena.Debauchery1-57,,コリッ、コリコリッ！,コリッ、コリコリッ！,"Cori, cori, cori!"
,Erena debauchery1-5,,,
Erena.Debauchery1-58,エレナ,「ひっぐうううっ♥♥！んあっ♥、おお゛っ♥」,「ひっぐうううっ♥♥！んあっ♥、おお゛っ♥」,"""Hi―guh―uh―uh―♥♥! Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh."
,,,,
Erena.Debauchery1-59,監督,「はははっ、このむちむちな体でこの感じやすさ！エレナちゃんはAV女優が天職だなっ！」,「はははっ、このむちむちな体でこの感じやすさ！エレナちゃんはAV女優が天職だなっ！」,"Hahaha, such a chubby body and such an ease of feeling! Erena, being a porn star is your calling!"
,,,,
Erena.Debauchery1-60,エレナ,「ひぁっ♥、そんなわけっ♥んお゛っ♥！」,「ひぁっ♥、そんなわけっ♥んお゛っ♥！」,"""Oh, no, that can't be right."
,,,,
Erena.Debauchery1-61,,(駄目ッ♥、私が知らない所に的確にっ♥簡単にイかされるっ♥♥),(駄目ッ♥、私が知らない所に的確にっ♥簡単にイかされるっ♥♥),"(No, he can make me come easily and precisely where I don't know...)"
,,,,
Erena.Debauchery1-62,監督,「よしじゃあエレナちゃん潮吹いてみようか！潮吹きのツボはこの辺かな？」,「よしじゃあエレナちゃん潮吹いてみようか！潮吹きのツボはこの辺かな？」,"I'm going to try to squirt you, Erena! Is the squirt point around here?"""
,,,,
Erena.Debauchery1-63,,コリュッ、コリュッ、コリュッ,コリュッ、コリュッ、コリュッ,"Kolück, kolück, kolück."
,,,,
Erena.Debauchery1-64,エレナ,「お゛お゛っ♥♥、ま、まってぇ♥」,「お゛お゛っ♥♥、ま、まってぇ♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh."""
,,,,
Erena.Debauchery1-65,エレナ,(私がこんな簡単にっ♥！イかされるっ♥、無理やり絶頂させられちゃうっ♥♥！！),(私がこんな簡単にっ♥！イかされるっ♥、無理やり絶頂させられちゃうっ♥♥！！),"(I'm so easy! I'm going to be made to come, I'm going to be forced to climax!)"
,,,,
Erena.Debauchery1-66,エレナ,「おお゛お゛っ♥♥！お゛お゛っ♥！」,「おお゛お゛っ♥♥！お゛お゛っ♥！」,"""OH―oh―oh―♥♥! Oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh!"
,,,,
Erena.Debauchery1-67,Erena debauchery1-6,プシュッ、プシイイイイイッ！,プシュッ、プシイイイイイッ！,
,,,,
Erena.Debauchery1-68,監督,「潮吹きもすごい迫力だ！まるで動物を相手にしてるようだよ」,「潮吹きもすごい迫力だ！まるで動物を相手にしてるようだよ」,"And the squirts are so powerful! It's like dealing with an animal."""
,,,,
Erena.Debauchery1-69,エレナ,「お゛っ♥お゛っ♥、～～お゛っ♥」,「お゛っ♥お゛っ♥、～～お゛っ♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh."""
,,,,
Erena.Debauchery1-70,Erena debauchery1-7,エレナの膣内から指が引き抜かれる,エレナの膣内から指が引き抜かれる,Finger is withdrawn from Erena's vagina
,,,,
Erena.Debauchery1-71,エレナ,「はあっ♥、はあっ♥、ん゛っ♥」,「はあっ♥、はあっ♥、ん゛っ♥」,"""Ahh, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah."""
,,,,
Erena.Debauchery1-72,監督,「いや～しかしエレナちゃん良いねえ！こんな思い通りの反応してくれる娘なかなかいないよ！」,「いや～しかしエレナちゃん良いねえ！こんな思い通りの反応してくれる娘なかなかいないよ！」,"I'm glad you like her, Erena! There aren't many girls who react the way I want them to!"""
,,,,
Erena.Debauchery1-73,監督,「やっぱり君AV女優向いてるよ！うちの事務所入らない？業界トップ狙えるよ！」,「やっぱり君AV女優向いてるよ！うちの事務所入らない？業界トップ狙えるよ！」,"I knew you were suited to be a porn star! Why don't you join our agency? You can be the best in the industry!"""
,Erena debauchery1-2,,,
Erena.Debauchery1-74,エレナ,「はぁ、はあっ、なっ！？、入るわけがありませんっ！」,「はぁ、はあっ、なっ！？、入るわけがありませんっ！」,I can't go in there! There's no way I'm going in there!
,,,,
Erena.Debauchery1-75,エレナ,「私にはやるべきことがありますっ！こんなことをしている場合じゃないんです！」,「私にはやるべきことがありますっ！こんなことをしている場合じゃないんです！」,"I have work to do! I don't have time for this!"""
,,,,
Erena.Debauchery1-76,監督,「まあまあ、まだ決めるのは早いぞ」,「まあまあ、まだ決めるのは早いぞ」,"Well, well, well. It's too early to tell."
,,,,
Erena.Debauchery1-77,Erena debauchery1-8,監督の男はチンポを取り出し、エレナの股間の前に差し出す,監督の男はチンポを取り出し、エレナの股間の前に差し出す,The supervising man takes out his cock and presents it in front of Erena's crotch
,,,,
Erena.Debauchery1-78,エレナ,「ひっ！？」,「ひっ！？」,"Hi―?"""
,,,,
Erena.Debauchery1-79,監督,「エレナちゃんがあんまりいい反応をするからこんなになっちゃってね」,「エレナちゃんがあんまりいい反応をするからこんなになっちゃってね」,"Erena reacted so well that I ended up like this."""
,Erena debauchery1-9,,,
Erena.Debauchery1-80,,監督の男はチンポでエレナの股間をペシペシとはたく,監督の男はチンポでエレナの股間をペシペシとはたく,The supervisor man flicks Erena's crotch with his cock.
,,,,
Erena.Debauchery1-81,エレナ,「ひゃうっ♥、なっ、何するんですかっ！そんな汚いもの…やめなさいっ！」,「ひゃうっ♥、なっ、何するんですかっ！そんな汚いもの…やめなさいっ！」,What are you doing? Don't do that dirty thing... don't do that dirty thing!
,,,,
Erena.Debauchery1-82,監督,「そんなこと言って、エレナちゃんもおマンコとろとろにして準備万端でしょ？」,「そんなこと言って、エレナちゃんもおマンコとろとろにして準備万端でしょ？」,"I'm sure you're all ready to get your pussy all melty and ready to go, Erena-chan."""
,,,,
Erena.Debauchery1-83,エレナ,「なっ、そんなわけがっ、やめっ、こすりつけないでっ！」,「なっ、そんなわけがっ、やめっ、こすりつけないでっ！」,"""No, of course not, stop, don't rub it in!"""
,,,,
Erena.Debauchery1-84,監督,「まあまあ、大丈夫、しっかりほぐしたから痛くないよ」,「まあまあ、大丈夫、しっかりほぐしたから痛くないよ」,"'Well, well, well, don't worry, I've loosened you up so well it won't hurt.'"
,,,,
Erena.Debauchery1-85,エレナ,「ちがっ、痛いとかの問題じゃなくて―――――」,「ちがっ、痛いとかの問題じゃなくて―――――」,It's not about the pain. ―――――
,,,,
Erena.Debauchery1-86,監督,「よっ！」,「よっ！」,Yo!
,,,,
Erena.Debauchery1-87,Erenadebauchery1-10,ズブウッッッ！！！！,ズブウッッッ！！！！,Zubuuuuggghhhh ！！！！
,,,,
Erena.Debauchery1-88,エレナ,「ひっぎゅうううっっっっ♥♥♥！」,「ひっぎゅうううっっっっ♥♥♥！」,Hi―yooooooooooooooooooooooooooooooooooooo!
,,,,
Erena.Debauchery1-89,監督,「あれエレナちゃん、入れただけでイッちゃった？」,「あれエレナちゃん、入れただけでイッちゃった？」,"Oh, Erena, did you come just by putting it in?"""
,,,,
Erena.Debauchery1-90,エレナ,「ひあっ♥、そんなわけっ♥！」,「ひあっ♥、そんなわけっ♥！」,"""Oh, no, that can't be right!"
,,,,
Erena.Debauchery1-91,監督,「そうだよね、じゃあさっき見つけた弱い所沢山責めてあげようねぇ」,「そうだよね、じゃあさっき見つけた弱い所沢山責めてあげようねぇ」,"I know, I'll blame you for all the weak spots I found earlier."
,,,,
Erena.Debauchery1-92,,そう言うと監督の男は腰を振り始める,そう言うと監督の男は腰を振り始める,Then the supervising man starts shaking his hips.
,,,,
Erena.Debauchery1-93,エレナ,「ひあっ♥、お゛お゛っ♥、お゛っ♥」,「ひあっ♥、お゛お゛っ♥、お゛っ♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh."""
,,,,
Erena.Debauchery1-94,,パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,,,,
Erena.Debauchery1-95,監督,「どうかな？弱い所を繰り返し擦られるのはキクだろう？」,「どうかな？弱い所を繰り返し擦られるのはキクだろう？」,"I don't know. It's kik to be repeatedly rubbed in the weak spots, isn't it?"""
,,,,
Erena.Debauchery1-96,エレナ,「お゛っ♥、まっ、まってぇ♥！」,「お゛っ♥、まっ、まってぇ♥！」,"""Oh, no, no, no, no, no, no!"""
,Erena debauchery1-11,,,
Erena.Debauchery1-97,エレナ,(気持ちいい所責めら続けてれてっ、思考がまとまらないっ),(気持ちいい所責めら続けてれてっ、思考がまとまらないっ),"(I can't think straight, they keep hitting me where it feels good...)"
,,,,
Erena.Debauchery1-98,監督,「エレナちゃんは弱い所を突くと面白いようにイってくれるねっ」,「エレナちゃんは弱い所を突くと面白いようにイってくれるねっ」,"Erena, when you poke her in her weak spots, she comes in an interesting way."""
,,,,
Erena.Debauchery1-99,Erena debauchery1-10,パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,,,,
Erena.Debauchery1-100,エレナ,「ん゛っ♥、お゛おっ♥！、ひあっ♥、お゛っ♥！」,「ん゛っ♥、お゛おっ♥！、ひあっ♥、お゛っ♥！」,"""Oh, oh, oh, oh, oh, oh! Oh, oh, oh, oh!"
,,,,
Erena.Debauchery1-101,,(おマンコ突かれてっ、全部コイツの掌の上でっイかされてるっ♥！),(おマンコ突かれてっ、全部コイツの掌の上でっイかされてるっ♥！),(She's poking my pussy and making me come all over her hand!)
,,,,
Erena.Debauchery1-102,,エレナは腰を動かして快楽を逃がそうとするが、チンポは執拗に弱点を正確に攻め続ける,エレナは腰を動かして快楽を逃がそうとするが、チンポは執拗に弱点を正確に攻め続ける,"Erena tries to move her hips to escape the pleasure, but the cock continues to relentlessly and precisely attack her weak spot!"
,,,,
Erena.Debauchery1-103,エレナ,「お゛っ♥、お゛っ♥、お゛っ♥、お゛っ♥」,「お゛っ♥、お゛っ♥、お゛っ♥、お゛っ♥」,"""Oooh, oooh, oooh, oooh, oooh, oooh, oooh, oooh."""
,,,,
Erena.Debauchery1-104,監督,「逃げようなんて無駄だよ～、エレナちゃんは特に分かりやすいんだから」,「逃げようなんて無駄だよ～、エレナちゃんは特に分かりやすいんだから」,"It's no use trying to escape ― Erena is especially easy to understand."""
,,,,
Erena.Debauchery1-105,エレナ,「ん゛っ♥、まってぇ♥、イクッ♥、イッちゃうっ♥！」,「ん゛っ♥、まってぇ♥、イクッ♥、イッちゃうっ♥！」,"I'm coming, I'm coming, I'm coming, I'm coming!"
,,,,
Erena.Debauchery1-106,,「ん゛っ♥お゛っ♥、お゛っ♥お゛お゛っ♥♥」,「ん゛っ♥お゛っ♥、お゛っ♥お゛お゛っ♥♥」,
,,,,
Erena.Debauchery1-107,監督,「よし良いだろう、イカせてやるっ」,「よし良いだろう、イカせてやるっ」,"'Okay, fine, I'll make you cum.'"
,,,,
Erena.Debauchery1-108,,チンポがエレナの膣内を深く出入りし、エレナの弱点をこすり上げる,チンポがエレナの膣内を深く出入りし、エレナの弱点をこすり上げる,"The cock moves in and out of Erena's vagina deeply, rubbing up against Erena's weak spot"
,,,,
Erena.Debauchery1-109,,ジュポッ、パチュッ、パチュッ、パチュッ！,ジュポッ、パチュッ、パチュッ、パチュッ！,"Jup, pattu, pattu, pattu, pattu!"
,,,,
Erena.Debauchery1-110,エレナ,「ひぎゅっ♥、ん゛おっ♥、イクッ、イクッ♥♥！」,「ひぎゅっ♥、ん゛おっ♥、イクッ、イクッ♥♥！」,"""Huiggghhhhhh, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge, nudge."""
